run_id,date,year,name,tests,tests_executed,regression_tests,regression_executed,is_regression,passed,failed
17008,2024-03-11,2024,S34-1216 verkeerd adres F332,1,1,0,0,False,1,0
16829,2024-02-28,2024,ISS - Release Google Analytics 4 eventss,7,7,0,0,False,7,0
16820,2024-02-27,2024,Foto Analyzer,14,14,0,0,False,14,0
16818,2024-02-27,2024,S34-800 Test Run 27-2-2024,1,1,0,0,False,1,0
16814,2024-02-27,2024,S34-1070 autorisatie AFO BI_2CZICAPRMS2PIC_Q001,1,1,0,0,False,1,0
16813,2024-02-27,2024,ITS-222836 Heraansluitingsticket worden niet gesloten i.v.m. verkeerde oorzaak categorie,1,1,0,0,False,1,0
16800,2024-02-26,2024,S34-1468 GA4 Events. Mijn Omgeving. Success_message,1,1,0,0,False,1,0
16799,2024-02-26,2024,S34-1467 GA4 events. Mijn Omgeving. Extra_login_code.,1,1,0,0,False,1,0
16798,2024-02-26,2024,S34-1465 GA4 Events. Adress not found.,1,1,0,0,False,1,0
16797,2024-02-26,2024,S34-1463 GA4 Events. FAQ open,2,2,0,0,False,2,0
16796,2024-02-26,2024,"Dubbel, mag weg -- S34-1463 GA4 Events. FAQ open",2,2,0,0,False,2,0
16753,2024-02-20,2024,S34-509 UI5 TEST / Verschil in weergave FPL9 en Paragon,1,1,0,0,False,1,0
16749,2024-02-20,2024,S34-1472 UI5 / Toesturen informatie Verzamelklant/Contact alleen via E-mail,1,1,0,0,False,1,0
16748,2024-02-20,2024,S34-1472 UI5 / Toesturen informatie Verzamelklant/Contact alleen via E-mail,2868,0,80,0,True,0,0
16747,2024-02-20,2024,S34-1175 UI5 TEST Paragon leesvenster leeg bij onbekende klant,1,1,0,0,False,0,0
16724,2024-02-20,2024,S34-1657 DNWG Watermeterplaatsing op een NABIJ adres - C4 object status niet aangepast - NOK,2,2,0,0,False,2,0
16719,2024-02-19,2024,S34-1194 Als Evitens wil ik dat in de handmatige meterstandenflow in geval van een implausibele stand,2,2,0,0,False,2,0
16700,2024-02-15,2024,S34-1302: UI5 TEST / Tickets vanuit KCC met verzendkanaal email moeten een emailadres hebben,1,1,0,0,False,1,0
16695,2024-02-15,2024,S34-1640/S34-1642 Bedrag laatste betaling onjuist weergegeven op Contract Account in C4C,1,1,0,0,False,1,0
16693,2024-02-15,2024,S34-1188 Ten onrechte Voorrijkosten bij Evides Gerechtelijke Afsluiting,1,1,0,0,False,1,0
16669,2024-02-13,2024,S34-1394 Als Evitens wil ik dat als een foto niet plausibel is...,3,3,0,0,False,3,0
16667,2024-02-13,2024,"S34-1083 Als Evitens wil ik dat overmatig en onrechtmatig gebruik van de API in het proces wordt voorkomen, zodat",1,1,0,0,False,1,0
16660,2024-02-12,2024,S34-299 Uitbreiden overdracht incassobureau (verzamelfactuurnr),1,1,0,0,False,1,0
16656,2024-02-09,2024,ITS-224786,1,1,0,0,False,1,0
16651,2024-02-09,2024,Test Run 9-2-2024,1,1,0,0,False,1,0
16615,2024-02-07,2024,S34-1357: betaling boekt niet volledig op meegegeven factuurnummers,1,1,0,0,False,1,0
16604,2024-02-06,2024,S34-941 PA3 Controleer en bevestig indien stand afrekenbaar,8,8,0,0,False,8,0
16544,2024-02-02,2024,S34-1528 Betaling Verzamelfactuur wordt onterecht terugbetaald,1,1,0,0,False,1,0
16539,2024-02-02,2024,S34-1402 Vroegsignalering 9 blokkade krijgt einddatum,1,1,0,0,False,1,0
16508,2024-01-31,2024,"S34-960 Als Evitens wil ik dat de foto correct verstuurd en ontvangen wordt, zodat ik het resultaat kan gebruiken",2,2,0,0,False,2,0
16504,2024-01-30,2024,S34-1516 Verkeerde VF nummers DFKKOP,2,2,0,0,False,2,0
16485,2024-01-30,2024,S34-942 Als Sitecore/contentbeheerder wil ik de nieuwe meterstandenflow flexibel aan/uit kunnen zetten,2,2,0,0,False,2,0
16484,2024-01-30,2024,HERTEST:  S34-1520 Onterecht opgehoogd naar W040,2,2,1,1,True,2,0
16483,2024-01-30,2024,S34-942 Als Sitecore/contentbeheerder wil ik de nieuwe meterstandenflow flexibel aan/uit kunnen zetten,2,0,0,0,False,0,0
16442,2024-01-24,2024,<to be deleted>,3,0,2,0,True,0,0
16425,2024-01-23,2024,"S34-1213 Als Evitens wil ik dat indien er sprake is van meerdere meters op een perceel, de meterstand via de handmatige methode wordt ingevoerd, omdat...",1,1,0,0,False,1,0
16424,2024-01-23,2024,S34-939 Loader verwerken foto op submitpagina PA1,2,2,0,0,False,2,0
16391,2024-01-23,2024,S34-1520 Onterecht opgehoogd naar W040,4,4,3,3,True,4,0
16376,2024-01-19,2024,Test Run 19-1-2024,1,1,0,0,False,1,0
16375,2024-01-19,2024,S34-314 en S34-315 F318 tests,2,2,0,0,False,2,0
16310,2024-01-16,2024,S34-1388 Inkomende betaling klant in FPL9 als pinbetaling omschreven,1,1,0,0,False,1,0
16301,2024-01-12,2024,S34-1339 ticket aanmaken bij opnameorder ZVC,2,2,0,0,False,2,0
16297,2024-01-12,2024,"S34-1241 F280 brief, laatste cijfers van IBAN niet getoond op brief",1,1,0,0,False,1,0
16292,2024-01-12,2024,S34-938 PA1. Stand invoeren op basis van foto maken of uploaden,6,6,0,0,False,6,0
16258,2024-01-10,2024,ITS-220395 VF nummer bij meerdere zp's igv creditnota,4,4,0,0,False,4,0
16149,2024-01-08,2024,S34-1312,1,1,0,0,False,1,0
16116,2023-12-22,2023,Bounce F305 en F306,4,4,0,0,False,4,0
16065,2023-12-20,2023,S34-293 Creditbedrag Verzamelklant wordt niet uitbetaald,1,0,0,0,False,0,0
16064,2023-12-20,2023,S34-1340 Uitleg over verrekening niet juist weergegeven op factuur,1,1,0,0,False,1,0
16063,2023-12-20,2023,S34-1340 Uitleg over verrekening niet juist weergegeven op factuur,1,1,0,0,False,1,0
16057,2023-12-20,2023,S34-532 bepaalde records in ZISU_GEPL_AFSLUI blijven op status 1 staan,87,1,0,0,False,1,0
16037,2023-12-19,2023,S34-1311 Afsluitbrief geeft onjuist openstaand saldo,1,1,0,0,False,1,0
16031,2023-12-19,2023,"S34-1307 BUG: ISS AI betaalde PA met vereffeningsdatum in toekomst wordt aan klant getoond als 0,00 euro",1,1,0,0,False,1,0
16023,2023-12-15,2023,Test Run 15-12-2023,1,1,0,0,False,1,0
16021,2023-12-14,2023,S34-1230 Onterechte Aanmeldkosten zichtbaar op de bevestiging aanmelding.,1,1,0,0,False,1,0
16020,2023-12-14,2023,Test Run 14-12-2023,2,2,0,0,False,2,0
16019,2023-12-14,2023,"S34-966 Contractrekening is Afrikaans, klant kan niet worden gefactureerd",1,1,0,0,False,1,0
15998,2023-12-13,2023,"S34-890 Foutmelding bij rapportage ""Afgesloten percelen""",2,2,0,0,False,2,0
15995,2023-12-13,2023,S34-1400 BKR melding terugkoppeling niet gevuld,1,1,0,0,False,1,0
15994,2023-12-13,2023,S34-1401 Vroegsignalering aanlevering BKR/RIS niet correct,1,1,0,0,False,0,0
15993,2023-12-13,2023,"S34-1269 Als Evitens wil ik een digital share rapportage over Uitstel van betaling, zodat....",1,1,0,0,False,1,0
15985,2023-12-13,2023,S34-480 Aanmaken zakelijke klant Evides lukt niet (S34-155),1,1,0,0,False,1,0
15982,2023-12-12,2023,S34-1378 veld 'InvoiceReference' toevoegen bij de ISS flows.,1,1,0,0,False,1,0
15936,2023-12-12,2023,S34-1399 Update call reasons voor de mail/post onderwerpen,1,1,0,0,False,0,0
15916,2023-12-11,2023,S34-1360 ISS meterstand doorgeven voor perceel met BBI belandt in backup-flow,1,1,0,0,False,1,0
15903,2023-12-11,2023,Aanmanen verzamelklanten met contactpersonen,4,4,0,0,False,3,0
15900,2023-12-11,2023,S34-1374 FPL9: verzamelklant Vitens/Evides,2,2,0,0,False,2,0
15842,2023-12-08,2023,S34-1230 Onterechte Aanmeldkosten zichtbaar op de bevestiging aanmelding.,1,1,0,0,False,1,0
15840,2023-12-08,2023,S34-1373 betalingen EIB kunnen niet gestorneerd worden naar tussenrekening via FP08,1,1,0,0,False,1,0
15837,2023-12-07,2023,S34-1359 Implausibele meterstand: Ticketview en in S4 verwerking,1,1,0,0,False,1,0
15824,2023-12-06,2023,S34-331 - Vitens aanvullend - Betaling wordt op vorderingen met vorderingen aanmaanblokkade geboekt,1,1,0,0,False,1,0
15819,2023-12-05,2023,S34-1233 Afmelding na kapping niet mogelijk indien op afmelddatum geen meter bekend is.,1,1,0,0,False,1,0
15818,2023-12-05,2023,S34-1247 Afzender e-mail wordt bij beantwoorden niet weergegeven,1,1,0,0,False,1,0
15810,2023-12-05,2023,S34-350 & S34-511 Gecombineerd transport voor oplossing verkeerde afletteringsvolgorde en onterechte uitbetaling,2,2,0,0,False,2,0
15807,2023-12-04,2023,S34-887 Uitval ISS KF PT MF,1,1,0,0,False,1,0
15762,2023-12-01,2023,S34-1338 - Paralellisatie Collective MR,2,2,0,0,False,2,0
15761,2023-12-01,2023,S34-269 PT AA fout bij aanmaken bevestiging aanmelding C4 autorisatie aanvragen mis een bevoegdheid.,1,1,0,0,False,1,0
15757,2023-11-30,2023,S34-1305 Toevoegen SubtenantID tbv Paragon uitsplitsing facturatie Vitens / Evides,1,1,0,0,False,1,0
15755,2023-11-30,2023,S34-1313 Inkomende betalingen met kenmerk verzamelklant maar niet bestemd voor is voor een VK,1,1,0,0,False,1,0
15750,2023-11-29,2023,S34 788 Reden Aanmelding WBV/Verhuur/Woonst. bij Reden geen aanmeldkosten toevoegen,1,1,0,0,False,1,0
15749,2023-11-29,2023,S34-1270 Extra reden geen aanmeldkosten toevoegen,1,1,0,0,False,1,0
15748,2023-11-29,2023,S34-244 NAZORG: Bij afmelding in C4 wordt geen contractnummer meegestuurd op ACC / PRD,1,1,0,0,False,1,0
15747,2023-11-29,2023,S34-1306 F253 Opname verzoek Verzamelklanten,1,1,0,0,False,1,0
15741,2023-11-29,2023,S34-1212 (Her)afdruk Batch via Batchprogrammatuur,2,2,0,0,False,2,0
15738,2023-11-29,2023,<To be deleted>,1,0,0,0,False,0,0
15737,2023-11-29,2023,S34-1303 Z-ISU Collective dumpt op F300 tegenboeking met verwijderd voorschotplan,1,1,0,0,False,1,0
15733,2023-11-28,2023,S34-1304 Rapport kijkt naar verkeerde ROOT,1,1,0,0,False,1,0
15725,2023-11-27,2023,S34-1212 Tijdschijven verzamelfactuur,3,3,0,0,False,1,0
15723,2023-11-27,2023,S34-1265 bugfixes ZISU_PAYMENT_LOT_TICKETS_REPAY,1,1,0,0,False,1,0
15721,2023-11-27,2023,S34-1266 Shortdump FPCI,1,1,0,0,False,1,0
15717,2023-11-27,2023,S34-1267 Afmleding met uitval door deel verrekend  voorschot,1,1,0,0,False,1,0
15715,2023-11-24,2023,S34-1291 Herafdrukken verzamelnota's,11,11,2,2,True,9,0
15713,2023-11-24,2023,S34-797 Dump bij inhuizing of afmelding,1,1,0,0,False,1,0
15692,2023-11-23,2023,Rapportage aantallen contacten,1,1,0,0,False,1,0
15658,2023-11-22,2023,<To be deleted>,6,0,0,0,False,0,0
15656,2023-11-22,2023,S34-1208 Herinneren en aanmanen verzamelklanten,24,24,0,0,False,20,0
15644,2023-11-22,2023,S34-1201 BTW oninbaar: Bij uitval ticket niet te zien om welk klantnummer het gaat,4,4,0,0,False,4,0
15637,2023-11-21,2023,"S34-966 Contractrekening is Afrikaans, klant kan niet worden gefactureerd",1,1,0,0,False,1,0
15634,2023-11-21,2023,ITS-214504 Ver. als voorvoegsel,1,1,0,0,False,1,0
15632,2023-11-21,2023,S34-1264 Categorie Tarieven 2024,4,4,0,0,False,4,0
15615,2023-11-21,2023,S34-774 Hoog VSP bij aanmelding,2,2,0,0,False,2,0
15608,2023-11-20,2023,S34-1088 IVR uitval PT MF,5,1,0,0,False,0,1
15607,2023-11-20,2023,S34-428 Betaling wordt verrekend met recentste vordering waar een AI op staat terwijl er oudere vordering aanwezig is,1,1,0,0,False,1,0
15594,2023-11-16,2023,S34-1196 Aan-/afmelden Rapport- extra velden toevoegen,1,1,0,0,False,1,0
15593,2023-11-16,2023,To be deleted,1,0,0,0,False,0,0
15592,2023-11-16,2023,S34-1077 Voorschotplannen 2024 / 2025 worden aangemaakt ipv 2023 2024,1,1,0,0,False,1,0
15588,2023-11-16,2023,S34-812 Blokkades 5 en 1 worden door facturatie verwijderd,2,2,0,0,False,2,0
15587,2023-11-16,2023,To be deleted,1,0,0,0,False,0,0
15578,2023-11-15,2023,S34-1218 Bugs Externe Incassobureau (EIB) proces,1,1,0,0,False,1,0
15577,2023-11-15,2023,S34-1082 Gemeente zwolle (0193) ontbreekt in tabel BEPAAL_GEMEENTE_DET,1,1,0,0,False,0,0
15565,2023-11-14,2023,S34-1050 - Ophogen van W020 naar W040 te vroeg,3,3,0,0,False,3,0
15563,2023-11-14,2023,S34-1116 Aanpassen tolerantiegrens Afrekenbaar maken meterstand,10,10,0,0,False,10,0
15561,2023-11-14,2023,S34-1192 Leegstand AA verbruikplaats niet meer aansluiten leegstand,1,1,0,0,False,1,0
15549,2023-11-14,2023,S34-1184 FP04M – Foutmeldingen Applicatielog AFB2,1,1,0,0,False,1,0
15548,2023-11-14,2023,S34-1044 Meterstand afrekenbaar maken,2,2,1,1,True,2,0
15547,2023-11-14,2023,S34-1164 Rapportage betalingsoverzicht,1,1,0,0,False,1,0
15528,2023-11-10,2023,S34-1084 ISS wijzigen maand en bedrag anders dan op JA,1,1,0,0,False,1,0
15526,2023-11-09,2023,S34-1166 Aan- en afmelden Rapport- Aanmeldkosten # = Aanmeldkosten Ja,1,1,0,0,False,1,0
15515,2023-11-08,2023,S34-947 Fout berekening datums Output Rapportage,1,1,0,0,False,1,0
15489,2023-11-07,2023,S34-1062 Afgebroken jobs FPVB,1,1,0,0,False,1,0
15476,2023-11-06,2023,S34-901 Sitecore actief acteren op CPI respons deferralOption,18,18,0,0,False,18,0
15475,2023-11-06,2023,S34-335 Autorisatie Procesteamleden voor ticketbak PT AA,2,2,0,0,False,2,0
15469,2023-11-06,2023,S34-271 FonkB kan uitvaltaken Nieuwbouw niet oppakken,1,1,0,0,False,1,0
15462,2023-11-03,2023,S34-285 - Zakenpartners met foutief kvk nummer,1,1,0,0,False,1,0
15430,2023-11-01,2023,Bug-fixing Uitstel van Betaling,6,6,0,0,False,6,0
15429,2023-11-01,2023,S34-930 CPI / S4 Tijdzoneverschil met tot gevolg errorcode 101,1,1,0,0,False,1,0
15426,2023-11-01,2023,S34-173 Miniregressietest aanmanen,7,7,0,0,False,7,0
15425,2023-11-01,2023,S34-664 Verschil maandrapportage en facturatie AMR GZ,2,2,0,0,False,2,0
15422,2023-11-01,2023,SI3-6557 BUG: Wanneer ZFACTUUR en ZMETEROPN gebruikmaken van hetzelfde adres object dan loopt get_customerdata in error,1,1,0,0,False,1,0
15414,2023-10-31,2023,S34-798 Uitval ivm betaaldag wijzigen via ISS,3,3,0,0,False,3,0
15411,2023-10-30,2023,S34-173 CPI en tellingen,10,10,0,0,False,10,0
15401,2023-10-26,2023,S34-808 & S34-827 grensbedragen (buitendienst en overdracht) aanpassen,6,6,0,0,False,6,0
15388,2023-10-25,2023,S34-712: SAP Incident: 597668/2023 | Tickets periodieke opname buitendienst kunnen niet vanuit S4 voltooid worden,2,2,0,0,False,2,0
15320,2023-10-23,2023,S34-331 Betaling wordt op vorderingen met vorderingen aanmaanblokkade geboekt,1,1,0,0,False,1,0
15313,2023-10-20,2023,S34-173 Facturatie verzamelklant periodieke afrekening,32,32,0,0,False,30,0
15312,2023-10-20,2023,S34-805 Te vroege opnameorder,3,3,0,0,False,3,0
15268,2023-10-20,2023,S34-772 Shortdump FPCI,1,1,0,0,False,1,0
15263,2023-10-20,2023,S34-780 Geen mislukte automatische incasso en factuurstorno verwerken met transactie FPCRL,1,1,0,0,False,1,0
15262,2023-10-20,2023,S34-176 Betalingen afkomstig van Syncasso wordt automatisch door SAP teruggestort,2,2,0,0,False,2,0
15261,2023-10-20,2023,S34-176 Betalingen afkomstig van Syncasso wordt automatisch door SAP teruggestort,2868,1,80,0,True,1,0
15248,2023-10-19,2023,S34-173 Betalen verzamelklant,16,16,0,0,False,16,0
15246,2023-10-19,2023,S34-173 Facturatie verzamelvoorschot,31,31,0,0,False,29,0
15239,2023-10-18,2023,S34-534 ZISU_MAINTAIN_LOCKS,4,4,0,0,False,4,0
15216,2023-10-18,2023,S34-533 ontbrekende autorisatie FPP4,1,1,0,0,False,1,0
15215,2023-10-17,2023,Toestaan a-conto en bewaking door systeem van betalingen door het Externe incasso bureau,1,1,0,0,False,1,0
15146,2023-10-13,2023,S34-175 Betaling doorstorten naar extern incassobureau,3,3,0,0,False,3,0
15125,2023-10-11,2023,S34-770 FAT test van de communicatie data massatool,16,16,0,0,False,16,0
15121,2023-10-11,2023,SI3-2338 ISS - Uitstel van Betalen,14,14,0,0,False,2,0
15120,2023-10-11,2023,S34-761 ontbrekende C4C tickets uitval betalingen,1,1,0,0,False,1,0
15099,2023-10-09,2023,S34-345	 F150 en F148 - iDoc met voorkeurskanaal 21003 = SMS,3,3,1,1,True,3,0
15091,2023-10-05,2023,SAP Stroom 3.4 K&F S34-291 Aanmaankosten zijn niet doorbelast in FPL9,2,2,0,0,False,2,0
15055,2023-09-29,2023,S34-177 medewerkers kunnen nog wel bankrekeningnummers wijzigen van betaalstapel,1,1,0,0,False,1,0
15054,2023-09-29,2023,Stroom 3.4 K&F - S34-88 SAP Incident: 562162/2023 | Ticket blijft op naam en team initiele behandelaar na routeren,5,5,0,0,False,5,0
15047,2023-09-28,2023,Stroom 3.4 K&F - S34-287 Veld Reden aanmaanblokkade toevoegen aan Betalingsoverzicht rapport,1,1,0,0,False,1,0
